Unnamed: 0,Address,tinh,tinh_cat,qh,qh_cat,px,px_cat,duong,Address_ch,street,ward,district,province,normalized_address
1188,"khu cn tân tạo , quận tân bình , hcm",,,,,,,,,khu cn tân tạo quận tân bình hcm,,,,khu cn tân tạo quận tân bình hcm
1189,"đường lê đại hành , p . 11 , q . 11",,,,,,,,,đường lê đại hành p 11 q 11,,,,đường lê đại hành p 11 q 11
1190,"377 / 82 lê đại hành , phường 11 , quận 11 , tp hcm",,,,,,,,,377 82 lê đại hành phường 11 quận 11 tp hcm,,,,377 82 lê đại hành phường 11 quận 11 tp hcm
1191,chung cư cao cấp vinhomes green bay mễ trì - quận nam từ liêm - hà nội,,,,,,,,,chung cư cao cấp vinhomes green bay mễ trì quận nam từ liêm hà nội,,,,chung cư cao cấp vinhomes green bay mễ trì quận nam từ liêm hà nội
1192,trung tâm quận nam từ liêm,,,,,,,,,trung tâm quận nam từ liêm,,,,trung tâm quận nam từ liêm
1193,"chung cư bộ công an , p . bình an , q2",,,,,,,,,chung cư bộ công an p bình an q2,,,,chung cư bộ công an p bình an q2
1194,"cầu chữ y , quận 8",,,,,,,,,cầu chữ y quận 8,,,,cầu chữ y quận 8
1195,quận 2 khu vực đảo kim cương,,,,,,,,,quận 2 khu vực đảo kim cương,,,,quận 2 khu vực đảo kim cương
1196,"đường đặng văn trơn - phường hiệp hoà , biên hoà , đồng nai",,,,,,,,,đường đặng văn trơn phường hiệp hoà biên hoà,,,Đồng Nai,"đường đặng văn trơn phường hiệp hoà biên hoà, Đồng Nai"
1197,"ngõ 8 , văn phú , hà đông",,,,,,,,,ngõ 8 văn phú hà đông,,,,ngõ 8 văn phú hà đông
1198,vinhomes,,,,,,,,,vinhomes,,,,vinhomes
1199,"144 phố huế , phường nguyễn du",,,,,,,,,144 phố huế phường nguyễn du,,,,144 phố huế phường nguyễn du
1200,"celadon city quận tân phú , đường n1",,,,,,,,,celadon city quận tân phú đường n1,,,,celadon city quận tân phú đường n1
1201,"ngõ 11 việt hưng , long biên",,,,,,,,,ngõ 11 việt hưng long biên,,,,ngõ 11 việt hưng long biên
1202,"cc quân khu 7 , q12",,,,,,,,,cc quân khu 7 q12,,,,cc quân khu 7 q12
1203,"ngọc việt building , mặt đường a4 , khu k300 , p12 , tân bình",,,,,,,,,ngọc việt building mặt đường a4 khu k300 p12 tân bình,,,,ngọc việt building mặt đường a4 khu k300 p12 tân bình
1204,hẻm 601 cmt 8 q10,,,,,,,,,hẻm 601 cmt 8 q10,,,,hẻm 601 cmt 8 q10
1205,86 đường số 7 kdc cityland center hills gò vấp,,,,,,,,,86 đường số 7 kdc cityland center hills gò vấp,,,,86 đường số 7 kdc cityland center hills gò vấp
1206,chung cư c2 - hc xuân đỉnh,,,,,,,,,chung cư c2 hc xuân đỉnh,,,,chung cư c2 hc xuân đỉnh
1207,"số 33 mạc thái tổ , yên hòa , cầu giấy , hà nội",,,,,,,,,số 33 mạc thái tổ yên hòa cầu giấy hà nội,,,,số 33 mạc thái tổ yên hòa cầu giấy hà nội
1208,tòa chung cư ia 20 ciputra - nam thăng long hà nội ( chân cầu thăng long ),,,,,,,,,tòa chung cư ia 20 ciputra nam thăng long hà nội chân cầu thăng long,,,,tòa chung cư ia 20 ciputra nam thăng long hà nội chân cầu thăng long
1209,vinhomes central park bình thạnh,,,,,,,,,vinhomes central park bình thạnh,,,,vinhomes central park bình thạnh
1210,tòa park 4,,,,,,,,,tòa park 4,,,,tòa park 4
1211,trung tâm quận 1,,,,,,,,,trung tâm quận 1,,,,trung tâm quận 1
1212,"phường cầu ông lãnh , quận 1 , tp . hcm",,,,,,,,,phường cầu ông lãnh quận 1 tp hcm,,,,phường cầu ông lãnh quận 1 tp hcm
1213,"chung cư moonlight residences số 102 đặng văn bi , phường bình thọ , quận thủ đức , tp hcm",,,,,,,,,chung cư moonlight residences số 102 đặng văn bi phường bình thọ quận thủ đức tp hcm,,,,chung cư moonlight residences số 102 đặng văn bi phường bình thọ quận thủ đức tp hcm
1214,"51 / 1 nguyễn văn giáp , phường bình trưng đông , quận 2",,,,,,,,,51 1 nguyễn văn giáp phường bình trưng đông quận 2,,,,51 1 nguyễn văn giáp phường bình trưng đông quận 2
1215,"tòa nhà vincom center , 72 lê thánh tôn , quận 1",,,,,,,,,tòa nhà vincom center 72 lê thánh tôn quận 1,,,,tòa nhà vincom center 72 lê thánh tôn quận 1
1216,362 phố huế,,,,,,,,,362 phố huế,,,,362 phố huế
1217,"ngõ ngọc thụy , long biên , hn",,,,,,,,,ngõ ngọc thụy long biên hn,,,,ngõ ngọc thụy long biên hn
1218,"ngọc thụy , long biên hà nội",,,,,,,,,ngọc thụy long biên hà nội,,,,ngọc thụy long biên hà nội
1219,"ngõ 63 , phường phú đô , nam từ liêm , hn",,,,,,,,,ngõ 63 phường phú đô nam từ liêm hn,,,,ngõ 63 phường phú đô nam từ liêm hn
1220,số 130 nguyễn đức cảnh phường tân mai quận hoàng mai hà nội,,,,,,,,,số 130 nguyễn đức cảnh phường tân mai quận hoàng mai hà nội,,,,số 130 nguyễn đức cảnh phường tân mai quận hoàng mai hà nội
1221,mặt đường 70,,,,,,,,,mặt đường 70,,,,mặt đường 70
1222,"tòa ct 2 , dự án hateco apollo",,,,,,,,,tòa ct 2 dự án hateco apollo,,,,tòa ct 2 dự án hateco apollo
1223,citi soho,,,,,,,,,citi soho,,,,citi soho
1224,"128 đường 17 , phường tân kiểng , q7",,,,,,,,,128 đường 17 phường tân kiểng q7,,,,128 đường 17 phường tân kiểng q7
1225,chung cư idico tân phú,,,,,,,,,chung cư idico tân phú,,,,chung cư idico tân phú
1226,"số 25 thọ tháp , cầu giấy , hà nội",,,,,,,,,số 25 thọ tháp cầu giấy hà nội,,,,số 25 thọ tháp cầu giấy hà nội
1227,"45 , ngõ 29 , phố võng thị , quận tây hồ , tp hà nội",,,,,,,,,45 ngõ 29 phố võng thị quận tây hồ tp hà nội,,,,45 ngõ 29 phố võng thị quận tây hồ tp hà nội
1228,mặt phố tôn đức thắng,,,,,,,,,mặt phố tôn đức thắng,,,,mặt phố tôn đức thắng
1229,đường lê tấn bê,,,,,,,,,đường lê tấn bê,,,,đường lê tấn bê
1230,dự án lê thành an lạc,,,,,,,,,dự án lê thành an lạc,,,,dự án lê thành an lạc
1231,"khu vực quận 10 , phường 14 , đường lý thường kiệt",,,,,,,,,khu vực quận 10 phường 14 đường lý thường kiệt,,,,khu vực quận 10 phường 14 đường lý thường kiệt
1232,số 202 / 6 / 37,,,,,,,,,số 202 6 37,,,,số 202 6 37
1233,cụm cn thanh oai - hà đông,,,,,,,,,cụm cn thanh oai hà đông,,,,cụm cn thanh oai hà đông
1234,"cụm cn thanh oai , hà nội",,,,,,,,,cụm cn thanh oai hà nội,,,,cụm cn thanh oai hà nội
1235,"ngã 3 mặt phố trung kính , yên hòa , cầu giấy",,,,,,,,,ngã 3 mặt phố trung kính yên hòa cầu giấy,,,,ngã 3 mặt phố trung kính yên hòa cầu giấy
1236,"879 đường hoàng sa , p9 , q3 , tp hcm",,,,,,,,,879 đường hoàng sa p9 q3 tp hcm,,,,879 đường hoàng sa p9 q3 tp hcm
1237,chung cư imperial place bình tân,,,,,,,,,chung cư imperial place bình tân,,,,chung cư imperial place bình tân
1238,căn hộ hausneo,,,,,,,,,căn hộ hausneo,,,,căn hộ hausneo
1239,"đường vạn kiếp , quận bình thạnh",,,,,,,,,đường vạn kiếp quận bình thạnh,,,,đường vạn kiếp quận bình thạnh
1240,"mt đường vạn kiếp , q . bình thạnh",,,,,,,,,mt đường vạn kiếp q bình thạnh,,,,mt đường vạn kiếp q bình thạnh
1241,"số nhà 111 , phố đức giang ( tổ 17 - thượng thanh - long biên - hà nội",,,,,,,,,số nhà 111 phố đức giang tổ 17 thượng thanh long biên hà nội,,,,số nhà 111 phố đức giang tổ 17 thượng thanh long biên hà nội
1242,52 ngọc lâm,,,,,,,,,52 ngọc lâm,,,,52 ngọc lâm
1243,toyota - tôn thất thuyết - mỹ đình 2 - từ liêm - hà nội,,,,,,,,,toyota tôn thất thuyết mỹ đình 2 từ liêm hà nội,,,,toyota tôn thất thuyết mỹ đình 2 từ liêm hà nội
1244,toyota tôn thất thuyết,,,,,,,,,toyota tôn thất thuyết,,,,toyota tôn thất thuyết
1245,toyota tôn thất thuyết và những tòa nhà khác tại hà nội,,,,,,,,,toyota tôn thất thuyết và những tòa nhà khác tại hà nội,,,,toyota tôn thất thuyết và những tòa nhà khác tại hà nội
1246,tân hoàng minh - quảng an,,,,,,,,,tân hoàng minh quảng an,,,,tân hoàng minh quảng an
1247,chung cư flc complex 36 phạm hùng,,,,,,,,,chung cư flc complex 36 phạm hùng,,,,chung cư flc complex 36 phạm hùng
1248,"số 69 nguyễn thị thập , phường tân phú , quận 7",,,,,,,,,số 69 nguyễn thị thập phường tân phú quận 7,,,,số 69 nguyễn thị thập phường tân phú quận 7
1249,mặt phố đê la thành ( la thành to ),,,,,,,,,mặt phố đê la thành la thành to,,,,mặt phố đê la thành la thành to
1250,nguyễn tuân - thanh xuân,,,,,,,,,nguyễn tuân thanh xuân,,,,nguyễn tuân thanh xuân
1251,"thị trấn yên mỹ , hưng yên",,,,,,,,,thị trấn yên mỹ,,,Hưng Yên,"thị trấn yên mỹ, Hưng Yên"
1252,khu biệt thự vườn đào,,,,,,,,,khu biệt thự vườn đào,,,,khu biệt thự vườn đào
1253,sari town,,,,,,,,,sari town,,,,sari town
1254,"đường nguyễn hoàng đoạn giao nguyễn văn linh , đà nẵng",,,,,,,,,đường nguyễn hoàng đoạn giao nguyễn văn linh,,,Đà Nẵng,"đường nguyễn hoàng đoạn giao nguyễn văn linh, Đà Nẵng"
1255,184 nguyễn hoàng liên hệ,,,,,,,,,184 nguyễn hoàng liên hệ,,,,184 nguyễn hoàng liên hệ
1256,km 15 đại lộ thăng long,,,,,,,,,km 15 đại lộ thăng long,,,,km 15 đại lộ thăng long
1257,trương công định quận tân bình tiện,,,,,,,,,trương công định quận tân bình tiện,,,,trương công định quận tân bình tiện
1258,đường trương công định p . 14 q . tân bình,,,,,,,,,đường trương công định p 14 q tân bình,,,,đường trương công định p 14 q tân bình
1259,"220 trương công định , phường 14 , quận tân bình",,,,,,,,,220 trương công định phường 14 quận tân bình,,,,220 trương công định phường 14 quận tân bình
1260,số nhà 18 ngách 79 / 143 phố nguyễn chính - quận hoàng mai hà nội,,,,,,,,,số nhà 18 ngách 79 143 phố nguyễn chính quận hoàng mai hà nội,,,,số nhà 18 ngách 79 143 phố nguyễn chính quận hoàng mai hà nội
1261,"lk 10 , dãy no . 01 , đất dịch vụ cây quýt , kđt văn khê , hđ , hn",,,,,,,,,lk 10 dãy no 01 đất dịch vụ cây quýt kđt văn khê hđ hn,,,,lk 10 dãy no 01 đất dịch vụ cây quýt kđt văn khê hđ hn
1262,dv cây quýt,,,,,,,,,dv cây quýt,,,,dv cây quýt
1263,"tòa ct 5c - kđt văn khê , hà đông , hà nội",,,,,,,,,tòa ct 5c kđt văn khê hà đông hà nội,,,,tòa ct 5c kđt văn khê hà đông hà nội
1264,sunrise city khu central,,,,,,,,,sunrise city khu central,,,,sunrise city khu central
1265,khu trung sơn,,,,,,,,,khu trung sơn,,,,khu trung sơn
1266,"hoàng anh thanh bình , đường d4 , khu him lam , phường tân hưng , quận 7",,,,,,,,,hoàng anh thanh bình đường d4 khu him lam phường tân hưng quận 7,,,,hoàng anh thanh bình đường d4 khu him lam phường tân hưng quận 7
1267,"340 / lê văn quới , bhh a , bình tân , tp . hcm",,,,,,,,,340 lê văn quới bhh a bình tân tp hcm,,,,340 lê văn quới bhh a bình tân tp hcm
1268,"5 / 49 / 3 nơ trang long , p . 7 , q . bình thạnh , tp . hcm",,,,,,,,,5 49 3 nơ trang long p 7 q bình thạnh tp hcm,,,,5 49 3 nơ trang long p 7 q bình thạnh tp hcm
1269,"165 tân sơn , p15 , tân bình , hcm",,,,,,,,,165 tân sơn p15 tân bình hcm,,,,165 tân sơn p15 tân bình hcm
1270,"189 hàng bông , hoàn kiếm , hn",,,,,,,,,189 hàng bông hoàn kiếm hn,,,,189 hàng bông hoàn kiếm hn
1271,him lam riverside quận 7,,,,,,,,,him lam riverside quận 7,,,,him lam riverside quận 7
1272,đường lạc long quân p10 q11,,,,,,,,,đường lạc long quân p10 q11,,,,đường lạc long quân p10 q11
1273,"số 20 / 1b đường võ văn hát , phường long trường , quận 9",,,,,,,,,số 20 1b đường võ văn hát phường long trường quận 9,,,,số 20 1b đường võ văn hát phường long trường quận 9
1274,"chung cư eurowindown , chân cầu đông trù , đông hội , huyện đông anh , hà nội",,,,,,,,,chung cư eurowindown chân cầu đông trù đông hội huyện đông anh hà nội,,,,chung cư eurowindown chân cầu đông trù đông hội huyện đông anh hà nội
1275,chung cư cao cấp goldmark city 136 đường hồ tùng mậu,,,,,,,,,chung cư cao cấp goldmark city 136 đường hồ tùng mậu,,,,chung cư cao cấp goldmark city 136 đường hồ tùng mậu
1276,khu đất công nghiệp alpha,,,,,,,,,khu đất công nghiệp alpha,,,,khu đất công nghiệp alpha
1277,"số 86 dịch vọng hậu , cầu giấy , hà nội",,,,,,,,,số 86 dịch vọng hậu cầu giấy hà nội,,,,số 86 dịch vọng hậu cầu giấy hà nội
1278,"ngõ 67 đỗ quang , trung hòa , cầu giấy , hà nội",,,,,,,,,ngõ 67 đỗ quang trung hòa cầu giấy hà nội,,,,ngõ 67 đỗ quang trung hòa cầu giấy hà nội
1279,ngõ 67,,,,,,,,,ngõ 67,,,,ngõ 67
1280,"the ascent , thảo điền",,,,,,,,,the ascent thảo điền,,,,the ascent thảo điền
1281,tòa nhà 90 nguyễn đình chiểu,,,,,,,,,tòa nhà 90 nguyễn đình chiểu,,,,tòa nhà 90 nguyễn đình chiểu
1282,ngõ 155 đặng tiến đông,,,,,,,,,ngõ 155 đặng tiến đông,,,,ngõ 155 đặng tiến đông
1283,"quận bình thạnh , đường phan văn trị , phường 11",,,,,,,,,quận bình thạnh đường phan văn trị phường 11,,,,quận bình thạnh đường phan văn trị phường 11
1284,"hẻm 354 đường phan văn trị , phường 11 , quận bình thạnh",,,,,,,,,hẻm 354 đường phan văn trị phường 11 quận bình thạnh,,,,hẻm 354 đường phan văn trị phường 11 quận bình thạnh
1285,"hẻm 435 phạm văn đồng , phường 11 , quận bình thạnh",,,,,,,,,hẻm 435 phạm văn đồng phường 11 quận bình thạnh,,,,hẻm 435 phạm văn đồng phường 11 quận bình thạnh
1286,"nguyễn đình chính , p . 8",,,,,,,,,nguyễn đình chính p 8,,,,nguyễn đình chính p 8
1287,phùng chí kiên - hoàng quốc việt,,,,,,,,,phùng chí kiên hoàng quốc việt,,,,phùng chí kiên hoàng quốc việt
1288,chung cư ct 1 - vĩnh điềm trung,,,,,,,,,chung cư ct 1 vĩnh điềm trung,,,,chung cư ct 1 vĩnh điềm trung
1289,"phố hai bà trưng , quận hoàn kiếm , hà nội",,,,,,,,,phố hai bà trưng quận hoàn kiếm hà nội,,,,phố hai bà trưng quận hoàn kiếm hà nội
1290,39c hai bà trưng,,,,,,,,,39c hai bà trưng,,,,39c hai bà trưng
1291,chung cư cao cấp dự án novaland - sân bay tân sơn nhất,,,,,,,,,chung cư cao cấp dự án novaland sân bay tân sơn nhất,,,,chung cư cao cấp dự án novaland sân bay tân sơn nhất
1292,"hoàng anh river view , quận 2",,,,,,,,,hoàng anh river view quận 2,,,,hoàng anh river view quận 2
1293,"chung cư home city trung kính , quận cầu giấy",,,,,,,,,chung cư home city trung kính quận cầu giấy,,,,chung cư home city trung kính quận cầu giấy
1294,v303 tòa v3,,,,,,,,,v303 tòa v3,,,,v303 tòa v3
1295,nhà chung cư b11d nam trung yên,,,,,,,,,nhà chung cư b11d nam trung yên,,,,nhà chung cư b11d nam trung yên
1296,"tam bình , gò dưa , thủ đức",,,,,,,,,tam bình gò dưa thủ đức,,,,tam bình gò dưa thủ đức
1297,chung cư vinhomes quận 9,,,,,,,,,chung cư vinhomes quận 9,,,,chung cư vinhomes quận 9
1298,đường hồng hà,,,,,,,,,đường hồng hà,,,,đường hồng hà
1299,số nhà 531 xuân đỉnh,,,,,,,,,số nhà 531 xuân đỉnh,,,,số nhà 531 xuân đỉnh
1300,"08 hoàng minh giám , phường 9 , quận phú nhuận , tp . hcm",,,,,,,,,08 hoàng minh giám phường 9 quận phú nhuận tp hcm,,,,08 hoàng minh giám phường 9 quận phú nhuận tp hcm
1301,"đường nguyễn bỉnh khiêm , phường đakao , quận 1 , thành phố hồ chí minh",,,,,,,,,đường nguyễn bỉnh khiêm phường đakao  thành phố,, Quận 1,Hồ Chí Minh,"đường nguyễn bỉnh khiêm phường đakao  thành phố,  Quận 1, Hồ Chí Minh"
1302,"1489 nguyễn văn linh , p . tân phong , q . 7 , tp . hcm",,,,,,,,,1489 nguyễn văn linh p tân phong q 7 tp hcm,,,,1489 nguyễn văn linh p tân phong q 7 tp hcm
1303,"sohude tower nguyễn hữu cảnh , bình thạnh",,,,,,,,,sohude tower nguyễn hữu cảnh bình thạnh,,,,sohude tower nguyễn hữu cảnh bình thạnh
1304,đường lê minh nhựt,,,,,,,,,đường lê minh nhựt,,,,đường lê minh nhựt
1305,chung cư phan xích long,,,,,,,,,chung cư phan xích long,,,,chung cư phan xích long
1306,khu phan xích long,,,,,,,,,khu phan xích long,,,,khu phan xích long
1307,số 45a giảng võ,,,,,,,,,số 45a giảng võ,,,,số 45a giảng võ
1308,"tt 3d . 73 khu đô thị phùng khoang , đường đôi ngõ 19 phố tố hữu",,,,,,,,,tt 3d 73 khu đô thị phùng khoang đường đôi ngõ 19 phố tố hữu,,,,tt 3d 73 khu đô thị phùng khoang đường đôi ngõ 19 phố tố hữu
1309,lô 1265 đường xô viết nghệ tĩnh - phường hòa cường nam - quận hải châu - tp . đà nẵng,,,,,,,,,lô 1265 đường xô viết nghệ tĩnh   tp,Phường Hòa Cường Nam,Quận Hải Châu,Đà Nẵng,"lô 1265 đường xô viết nghệ tĩnh   tp, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"
1310,"1b điện biên phủ , p . 25 , q . bình thạnh",,,,,,,,,1b  phủ p 25 q bình thạnh,,,Điện Biên,"1b  phủ p 25 q bình thạnh, Điện Biên"
